customer_id,city,signup_date
345,Bangalore,2021-12-12
346,Pune,2021-09-12
347,Mumbai,2022-12-04
348,Bangalore,2022-10-18
349,Mumbai,2020-10-17
350,Pune,2020-02-18
351,Pune,2022-07-18
352,Delhi,2019-12-11
353,Mumbai,2021-05-01
354,Bangalore,2022-07-20
355,Bangalore,2020-11-27
356,Delhi,2019-03-16
357,Delhi,2022-08-07
358,Delhi,2020-09-26
359,Delhi,2021-06-04
360,Delhi,2023-06-26
361,Pune,2022-10-03
362,Pune,2020-07-31
363,Delhi,2019-10-02
364,Bangalore,2019-06-30
365,Pune,2020-07-15
366,Delhi,2019-10-21
367,Mumbai,2022-01-07
368,Bangalore,2019-11-22
369,Pune,2021-01-24
370,Mumbai,2021-03-07
371,Delhi,2023-05-07
372,Bangalore,2019-04-29
373,Pune,2020-10-17
374,Delhi,2022-07-13
375,Delhi,2020-05-25
376,Mumbai,2020-01-22
377,Bangalore,2023-12-31
378,Pune,2020-12-02
379,Delhi,2021-12-28
380,Bangalore,2020-09-08
381,Bangalore,2021-09-17
382,Delhi,2021-10-10
383,Bangalore,2023-03-11
384,Mumbai,2020-08-17
385,Mumbai,2023-01-06
386,Mumbai,2021-12-25
387,Bangalore,2020-03-03
388,Mumbai,2019-02-07
389,Delhi,2022-04-14
390,Pune,2020-02-04
391,Delhi,2022-06-30
392,Delhi,2019-06-25
393,Bangalore,2021-09-20
394,Pune,2020-06-24
395,Bangalore,2023-05-09
396,Pune,2022-04-09
397,Bangalore,2023-03-14
398,Pune,2023-08-27
399,Pune,2020-01-30
400,Pune,2021-04-30
401,Bangalore,2021-03-21
402,Mumbai,2021-01-10
403,Mumbai,2022-08-07
404,Mumbai,2021-10-22
405,Delhi,2021-03-13
406,Mumbai,2020-04-07
407,Pune,2020-03-28
408,Bangalore,2023-09-16
409,Pune,2019-06-14
410,Mumbai,2023-10-30
411,Delhi,2019-11-11
412,Bangalore,2020-02-23
413,Delhi,2020-06-06
414,Bangalore,2021-11-26
415,Delhi,2019-03-01
416,Pune,2023-01-06
417,Mumbai,2023-10-29
418,Delhi,2021-03-25
419,Pune,2022-09-10
420,Delhi,2022-03-29
421,Bangalore,2022-04-19
422,Pune,2022-12-11
423,Pune,2023-03-29
424,Delhi,2021-12-23
425,Delhi,2019-05-13
426,Delhi,2022-07-15
427,Bangalore,2020-04-10
428,Pune,2022-03-03
429,Bangalore,2023-05-02
430,Pune,2022-11-13
431,Delhi,2019-05-15
432,Mumbai,2022-11-23
433,Bangalore,2023-08-07
434,Bangalore,2021-07-09
435,Pune,2021-11-11
436,Delhi,2021-06-21
437,Mumbai,2021-11-02
438,Mumbai,2022-09-20
439,Delhi,2020-01-11
440,Bangalore,2019-07-28
441,Bangalore,2020-11-03
442,Delhi,2019-10-06
443,Mumbai,2023-08-06
444,Delhi,2023-10-19
445,Delhi,2020-08-31
446,Bangalore,2023-03-26
447,Delhi,2020-05-07
448,Delhi,2022-02-03
449,Bangalore,2021-01-07
450,Bangalore,2022-11-02
451,Delhi,2019-04-12
452,Bangalore,2019-10-26
453,Pune,2021-04-21
454,Mumbai,2023-09-29
455,Mumbai,2023-05-09
456,Pune,2020-09-23
457,Delhi,2020-06-08
458,Bangalore,2019-12-14
459,Delhi,2021-08-07
460,Delhi,2019-01-03
461,Pune,2023-08-03
462,Delhi,2022-05-31
463,Pune,2023-04-02
464,Bangalore,2019-06-16
465,Delhi,2021-05-15
466,Delhi,2019-04-06
467,Delhi,2022-07-09
468,Delhi,2022-02-21
469,Pune,2020-03-22
470,Mumbai,2022-04-12
471,Bangalore,2020-09-30
472,Delhi,2020-08-23
473,Bangalore,2021-04-03
474,Delhi,2022-06-21
475,Pune,2019-09-10
476,Bangalore,2020-02-23
477,Pune,2021-08-01
478,Mumbai,2019-12-31
479,Delhi,2022-04-07
480,Mumbai,2021-12-27
481,Delhi,2020-08-02
482,Bangalore,2021-12-05
483,Bangalore,2019-07-23
484,Pune,2023-07-08
485,Pune,2022-12-09
486,Bangalore,2021-02-28
487,Mumbai,2022-11-02
488,Bangalore,2023-01-26
489,Pune,2023-11-27
490,Pune,2019-03-01
491,Mumbai,2023-07-21
492,Bangalore,2021-10-21
493,Bangalore,2023-01-17
494,Delhi,2023-01-25
495,Pune,2023-03-11
496,Mumbai,2020-10-19
497,Delhi,2020-03-14
498,Pune,2020-12-14
499,Delhi,2023-06-17
500,Delhi,2023-05-01
501,Delhi,2023-04-17
502,Bangalore,2022-09-29
503,Pune,2022-05-28
504,Delhi,2020-09-22
505,Mumbai,2022-05-27
506,Pune,2022-03-08
507,Bangalore,2023-05-29
508,Pune,2019-12-05
509,Delhi,2023-01-27
510,Pune,2019-12-27
511,Delhi,2022-03-05
512,Pune,2019-10-24
513,Bangalore,2020-10-04
514,Mumbai,2020-10-02
515,Mumbai,2020-05-14
516,Delhi,2021-01-02
517,Delhi,2019-07-22
518,Bangalore,2022-05-15
519,Mumbai,2020-11-05
520,Delhi,2023-09-24
521,Delhi,2019-09-02
522,Mumbai,2020-03-10
523,Mumbai,2021-02-13
524,Bangalore,2020-01-19
525,Bangalore,2022-04-22
526,Bangalore,2021-06-11
527,Bangalore,2022-12-03
528,Bangalore,2022-09-05
529,Mumbai,2023-02-10
530,Mumbai,2021-04-16
531,Bangalore,2023-06-07
532,Pune,2019-02-13
533,Delhi,2021-02-25
534,Delhi,2022-05-05
535,Delhi,2021-01-14
536,Delhi,2022-10-25
537,Delhi,2023-07-02
538,Bangalore,2022-08-30
539,Pune,2022-09-20
540,Delhi,2022-11-01
541,Mumbai,2023-09-16
542,Delhi,2020-06-23
543,Mumbai,2020-04-05
544,Bangalore,2020-06-02
545,Bangalore,2021-07-06
546,Bangalore,2019-12-27
547,Mumbai,2022-02-28
548,Mumbai,2022-10-28
549,Bangalore,2021-11-12
550,Mumbai,2020-04-01
551,Bangalore,2022-11-13
552,Mumbai,2019-10-27
553,Mumbai,2019-07-10
554,Pune,2019-11-24
555,Bangalore,2021-12-26
556,Pune,2021-11-22
557,Bangalore,2023-10-01
558,Mumbai,2021-01-21
559,Pune,2022-10-08
560,Bangalore,2019-08-07
561,Bangalore,2022-07-27
562,Mumbai,2023-08-30
563,Delhi,2021-12-13
564,Delhi,2021-02-08
565,Bangalore,2022-05-26
566,Bangalore,2023-10-14
567,Bangalore,2021-01-02
568,Mumbai,2020-12-03
569,Mumbai,2021-03-04
570,Pune,2019-01-30
571,Delhi,2019-05-05
572,Delhi,2021-01-09
573,Bangalore,2019-12-28
574,Pune,2020-11-24
575,Pune,2019-08-29
576,Delhi,2019-01-15
577,Bangalore,2019-03-19
578,Delhi,2021-09-27
579,Mumbai,2021-08-28
580,Bangalore,2019-03-02
581,Mumbai,2022-04-02
582,Mumbai,2021-05-16
583,Bangalore,2021-01-06
584,Delhi,2021-08-17
585,Delhi,2022-07-09
586,Delhi,2020-07-03
587,Delhi,2022-01-22
588,Pune,2020-05-01
589,Bangalore,2019-04-06
590,Mumbai,2019-06-01
591,Delhi,2022-07-18
592,Pune,2019-09-21
593,Pune,2020-06-09
594,Mumbai,2021-08-02
595,Delhi,2020-09-30
596,Bangalore,2020-11-05
597,Pune,2021-10-31
598,Mumbai,2022-06-27
599,Pune,2023-04-26
600,Mumbai,2020-10-16
601,Delhi,2021-11-07
602,Delhi,2020-07-29
603,Delhi,2021-12-20
604,Mumbai,2023-03-02
605,Bangalore,2022-06-03
606,Pune,2020-12-24
607,Bangalore,2020-02-07
608,Pune,2022-09-22
609,Bangalore,2020-08-27
610,Pune,2020-07-31
611,Mumbai,2021-08-15
612,Delhi,2023-01-12
613,Mumbai,2021-10-17
614,Mumbai,2023-03-11
615,Pune,2022-12-16
616,Pune,2019-09-24
617,Delhi,2020-05-31
618,Delhi,2021-05-27
619,Delhi,2021-08-11
620,Delhi,2021-09-29
621,Mumbai,2023-09-06
622,Delhi,2023-10-12
623,Delhi,2020-07-03
624,Bangalore,2023-07-20
625,Pune,2020-08-19
626,Bangalore,2020-08-31
627,Mumbai,2023-11-23
628,Bangalore,2019-10-10
629,Bangalore,2023-12-31
630,Bangalore,2022-12-29
631,Pune,2021-06-03
632,Mumbai,2021-03-10
633,Pune,2019-04-06
634,Mumbai,2021-02-11
635,Mumbai,2021-10-13
636,Mumbai,2020-07-23
637,Mumbai,2023-11-18
638,Bangalore,2021-07-08
639,Mumbai,2020-09-14
640,Mumbai,2021-01-28
641,Bangalore,2019-06-01
642,Pune,2019-04-01
643,Pune,2020-06-12
644,Pune,2019-01-05
645,Delhi,2022-09-23
646,Delhi,2023-11-10
647,Delhi,2020-09-14
648,Pune,2022-12-31
649,Delhi,2021-03-28
650,Mumbai,2022-04-26
651,Bangalore,2023-10-06
652,Bangalore,2020-04-30
653,Bangalore,2020-12-11
654,Delhi,2023-01-06
655,Mumbai,2023-06-15
656,Delhi,2019-02-02
657,Mumbai,2022-09-12
658,Delhi,2023-05-07
659,Mumbai,2021-02-23
660,Bangalore,2020-08-13
661,Pune,2021-01-23
662,Mumbai,2019-09-05
663,Bangalore,2022-11-11
664,Bangalore,2023-11-16
665,Pune,2019-01-13
666,Pune,2023-09-18
667,Pune,2022-01-24
668,Bangalore,2020-07-29
669,Bangalore,2022-11-24
670,Delhi,2019-07-21
671,Pune,2023-03-12
672,Bangalore,2022-02-02
673,Mumbai,2021-10-01
674,Mumbai,2019-11-22
675,Pune,2023-08-25
676,Mumbai,2023-10-06
677,Delhi,2019-07-17
678,Bangalore,2019-11-29
679,Mumbai,2022-02-03
680,Bangalore,2019-12-16
681,Delhi,2019-06-19
682,Bangalore,2021-02-10
683,Mumbai,2022-02-02
684,Delhi,2022-10-05
685,Pune,2020-01-12
686,Mumbai,2021-11-09
687,Bangalore,2019-10-11
688,Mumbai,2021-09-10
689,Delhi,2022-08-29
690,Pune,2023-10-14
691,Pune,2022-02-02
692,Pune,2019-04-17
693,Mumbai,2020-08-04
694,Pune,2021-01-04
695,Pune,2023-03-04
696,Delhi,2022-03-24
697,Delhi,2021-10-18
698,Bangalore,2021-02-08
699,Delhi,2022-04-28
700,Delhi,2019-01-08
701,Delhi,2022-03-18
702,Pune,2022-08-03
703,Mumbai,2019-03-11
704,Mumbai,2021-01-27
705,Pune,2019-12-31
706,Mumbai,2023-05-13
707,Delhi,2019-07-09
708,Pune,2023-01-12
709,Delhi,2022-01-17
710,Delhi,2020-06-09
711,Pune,2023-05-30
712,Pune,2023-04-05
713,Bangalore,2023-04-14
714,Pune,2021-11-28
715,Delhi,2019-03-16
716,Delhi,2023-01-02
717,Delhi,2023-02-13
718,Mumbai,2021-03-23
719,Delhi,2023-08-14
720,Pune,2020-12-09
721,Delhi,2019-08-19
722,Delhi,2019-02-17
723,Pune,2022-07-21
724,Delhi,2020-01-26
725,Delhi,2022-08-31
726,Pune,2020-10-09
727,Mumbai,2020-10-02
728,Pune,2021-05-28
729,Bangalore,2022-02-01
730,Delhi,2022-06-15
731,Delhi,2019-05-18
732,Bangalore,2022-03-20
733,Delhi,2020-03-24
734,Pune,2022-05-07
735,Mumbai,2020-07-18
736,Bangalore,2021-01-16
737,Delhi,2022-05-21
738,Mumbai,2021-03-26
739,Bangalore,2019-10-06
740,Delhi,2020-01-29
741,Pune,2021-12-09
742,Bangalore,2023-01-14
743,Mumbai,2019-11-05
744,Mumbai,2019-03-04
745,Bangalore,2023-02-17
746,Pune,2021-04-28
747,Pune,2019-10-29
748,Bangalore,2021-04-26
749,Pune,2022-02-20
750,Bangalore,2020-11-21
751,Delhi,2019-12-19
752,Mumbai,2022-06-22
753,Delhi,2020-09-14
754,Pune,2019-07-04
755,Bangalore,2023-09-21
756,Delhi,2019-02-18
757,Pune,2019-05-20
758,Mumbai,2023-08-06
759,Pune,2021-12-09
760,Delhi,2019-11-09
761,Pune,2021-03-19
762,Mumbai,2023-11-13
763,Pune,2019-05-23
764,Delhi,2022-05-29
765,Pune,2020-08-21
766,Pune,2021-04-05
767,Mumbai,2019-04-06
768,Pune,2020-08-14
769,Bangalore,2022-01-12
770,Pune,2021-07-23
771,Pune,2023-12-12
772,Delhi,2019-08-06
773,Delhi,2023-08-01
774,Pune,2022-04-05
775,Pune,2023-02-08
776,Pune,2023-06-12
777,Bangalore,2020-05-16
778,Bangalore,2023-05-03
779,Mumbai,2021-10-24
780,Mumbai,2021-11-03
781,Pune,2021-01-01
782,Mumbai,2021-08-31
783,Bangalore,2022-03-08
784,Pune,2023-01-24
785,Pune,2022-01-30
786,Bangalore,2023-05-28
787,Mumbai,2022-05-09
788,Delhi,2019-03-03
789,Pune,2020-08-13
790,Delhi,2021-09-17
791,Mumbai,2021-07-25
792,Pune,2023-03-06
793,Pune,2021-01-25
794,Bangalore,2020-12-22
795,Pune,2019-03-18
796,Delhi,2019-06-21
797,Pune,2020-07-14
798,Mumbai,2023-08-11
799,Pune,2020-09-27
800,Mumbai,2023-10-21
801,Pune,2023-08-05
802,Pune,2021-12-15
803,Mumbai,2021-08-13
804,Delhi,2020-09-28
805,Mumbai,2019-03-11
806,Delhi,2021-07-03
807,Pune,2022-03-20
808,Pune,2023-12-26
809,Mumbai,2023-03-17
810,Delhi,2019-06-28
811,Pune,2021-12-31
812,Delhi,2019-09-24
813,Mumbai,2021-07-13
814,Pune,2019-11-02
815,Pune,2020-03-28
816,Delhi,2022-06-28
817,Delhi,2022-07-21
818,Delhi,2020-03-29
819,Bangalore,2021-03-25
820,Delhi,2022-02-13
821,Delhi,2021-02-27
822,Bangalore,2021-05-07
823,Bangalore,2021-10-09
824,Mumbai,2022-11-30
825,Bangalore,2021-01-20
826,Mumbai,2022-10-28
827,Delhi,2019-04-21
828,Delhi,2020-03-25
829,Delhi,2022-06-01
830,Delhi,2022-12-22
831,Bangalore,2022-10-15
832,Mumbai,2022-10-28
833,Pune,2023-11-30
834,Pune,2023-01-31
835,Pune,2019-02-16
836,Delhi,2023-01-26
837,Delhi,2022-09-16
838,Mumbai,2021-09-14
839,Bangalore,2022-09-19
840,Mumbai,2023-09-16
841,Pune,2019-07-19
842,Bangalore,2022-01-13
843,Pune,2019-07-28
844,Pune,2022-04-22
845,Mumbai,2022-09-05
846,Delhi,2022-05-17
847,Mumbai,2023-02-20
848,Pune,2023-03-26
849,Mumbai,2020-03-05
850,Pune,2020-07-12
851,Pune,2020-06-28
852,Delhi,2020-06-04
853,Mumbai,2021-08-07
854,Pune,2022-01-03
855,Delhi,2021-06-11
856,Mumbai,2023-07-11
857,Delhi,2020-05-14
858,Pune,2023-05-12
859,Bangalore,2020-09-03
860,Delhi,2020-09-26
861,Delhi,2022-11-19
862,Pune,2021-02-12
863,Pune,2020-07-08
864,Bangalore,2019-01-09
865,Bangalore,2020-08-29
866,Bangalore,2021-02-01
867,Mumbai,2023-03-13
868,Mumbai,2022-06-08
869,Mumbai,2021-06-07
870,Mumbai,2020-11-21
871,Delhi,2020-10-13
872,Bangalore,2021-02-07
873,Mumbai,2019-01-03
874,Mumbai,2021-04-30
875,Delhi,2021-04-28
876,Mumbai,2020-09-27
877,Pune,2023-07-08
878,Pune,2023-06-06
879,Pune,2020-04-17
880,Pune,2020-04-22
881,Delhi,2020-07-27
882,Mumbai,2023-08-26
883,Mumbai,2020-09-05
884,Mumbai,2022-09-11
885,Bangalore,2022-04-12
886,Mumbai,2023-05-05
887,Mumbai,2022-09-05
888,Delhi,2019-01-21
889,Pune,2023-06-01
890,Mumbai,2021-10-17
891,Bangalore,2021-06-26
892,Bangalore,2021-05-18
893,Mumbai,2021-09-06
894,Pune,2023-05-02
895,Bangalore,2019-08-18
896,Pune,2022-06-14
897,Mumbai,2021-04-08
898,Delhi,2022-08-06
899,Delhi,2019-11-06
900,Bangalore,2020-04-17
901,Pune,2023-10-14
902,Delhi,2023-07-02
903,Mumbai,2023-10-07
904,Delhi,2023-12-23
905,Pune,2020-11-11
906,Delhi,2022-10-18
907,Bangalore,2022-01-21
908,Bangalore,2021-07-25
909,Bangalore,2019-01-26
910,Bangalore,2023-04-29
911,Bangalore,2022-03-26
912,Bangalore,2019-07-23
913,Pune,2020-11-27
914,Bangalore,2023-06-21
915,Pune,2021-07-08
916,Bangalore,2019-03-10
917,Delhi,2019-10-31
918,Delhi,2022-04-12
919,Mumbai,2021-10-04
920,Delhi,2019-10-31
921,Bangalore,2020-07-10
922,Mumbai,2020-01-30
923,Mumbai,2020-04-29
924,Pune,2019-05-31
925,Mumbai,2019-04-06
926,Delhi,2021-04-02
927,Bangalore,2019-09-15
928,Mumbai,2021-12-12
929,Delhi,2021-02-15
930,Mumbai,2021-04-16
931,Bangalore,2021-03-20
932,Mumbai,2021-05-09
933,Delhi,2021-06-08
934,Delhi,2022-01-19
935,Pune,2023-07-22
936,Pune,2019-03-02
937,Pune,2019-12-30
938,Delhi,2023-11-16
939,Pune,2020-10-11
940,Mumbai,2020-09-12
941,Mumbai,2021-09-16
942,Bangalore,2023-03-06
943,Mumbai,2022-12-04
944,Mumbai,2021-08-30
945,Pune,2019-08-01
946,Pune,2019-12-24
947,Bangalore,2022-02-09
948,Mumbai,2022-09-05
949,Delhi,2023-02-03
950,Delhi,2021-03-23
951,Bangalore,2023-01-26
952,Mumbai,2019-05-09
953,Delhi,2021-08-24
954,Mumbai,2019-05-01
955,Pune,2021-12-25
956,Mumbai,2023-04-02
957,Pune,2020-05-22
958,Delhi,2023-01-12
959,Pune,2019-02-28
960,Bangalore,2019-02-27
961,Mumbai,2019-08-05
962,Delhi,2022-11-03
963,Bangalore,2022-08-03
964,Mumbai,2023-04-30
965,Delhi,2020-07-21
966,Delhi,2019-07-26
967,Pune,2019-12-07
968,Mumbai,2023-09-18
969,Bangalore,2020-04-03
970,Bangalore,2019-11-13
971,Mumbai,2019-10-01
972,Delhi,2020-12-29
973,Bangalore,2019-06-10
974,Delhi,2021-08-16
975,Pune,2020-11-30
976,Delhi,2023-09-29
977,Delhi,2020-02-13
978,Bangalore,2019-10-27
979,Mumbai,2022-12-15
980,Pune,2023-06-06
981,Delhi,2019-07-01
982,Mumbai,2019-04-04
