order_id,customer_id,store_id,order_date,promotion_id
194,21065,98,2021-03-11,34
195,45924,59,2022-11-28,10
196,33358,27,2023-04-22,29
197,38358,76,2022-08-01,25
198,6717,40,2023-06-22,45
199,35544,38,2023-04-03,45
200,1064,26,2023-12-25,26
201,17322,21,2023-04-11,50
202,43423,97,2020-06-20,22
203,48338,7,2020-08-05,19
204,16714,62,2023-08-19,39
205,30214,34,2020-02-01,27
206,45409,4,2020-11-02,35
207,21474,10,2023-06-20,22
208,17178,44,2022-07-20,3
209,27153,9,2022-01-27,10
210,1073,9,2020-04-20,43
211,7278,14,2020-10-17,37
212,1415,38,2020-07-29,31
213,28718,8,2020-02-08,41
214,26385,88,2023-03-29,6
215,6065,8,2022-12-10,4
216,171,29,2023-06-15,23
217,30061,38,2023-05-22,1
218,5266,10,2022-12-20,4
219,30046,41,2021-08-29,37
220,30295,41,2022-12-16,10
221,9220,64,2021-06-19,14
222,20602,98,2020-02-16,3
223,12447,49,2023-11-17,32
224,506,71,2022-11-04,10
225,24083,64,2023-07-28,26
226,44521,94,2021-09-19,34
227,43433,4,2021-04-27,19
228,1841,99,2021-02-09,19
229,46767,60,2022-01-29,37
230,36177,81,2021-11-19,39
231,31939,84,2023-11-06,40
232,29141,33,2021-04-11,33
233,12586,91,2022-02-26,41
234,33722,10,2020-11-27,34
235,33878,94,2020-03-03,12
236,31925,61,2022-08-12,10
237,39214,61,2022-03-21,42
238,9534,63,2020-04-07,47
239,28788,25,2020-07-12,39
240,49997,4,2022-10-05,17
241,14746,49,2022-07-27,8
242,24877,72,2022-12-08,14
243,13943,48,2023-08-21,25
244,33230,9,2022-09-05,25
245,1102,49,2021-04-28,31
246,23121,20,2020-04-25,7
247,14858,64,2023-09-21,3
248,23195,12,2022-11-30,26
249,11636,37,2021-09-30,8
250,30838,13,2020-07-06,23
251,15177,32,2023-03-10,31
252,22656,61,2022-12-03,19
253,36466,12,2021-05-22,10
254,39876,12,2023-03-15,43
255,39106,34,2020-08-27,42
256,31380,83,2020-12-10,21
257,25960,8,2023-08-27,50
258,16514,68,2021-03-16,37
259,26182,94,2021-11-11,48
260,45742,9,2022-06-09,13
261,447,53,2022-03-19,4
262,49606,47,2020-12-08,16
263,23075,4,2020-01-01,47
264,22563,11,2021-07-14,11
265,8266,59,2020-06-26,44
266,15303,74,2021-06-11,30
267,5438,8,2022-06-22,15
268,7167,19,2023-07-09,22
269,9294,99,2023-04-01,5
270,24845,94,2021-04-07,8
271,46542,65,2022-12-27,44
272,16122,90,2020-01-28,39
273,22919,76,2022-08-08,13
274,28460,62,2021-11-12,7
275,38279,63,2023-07-21,29
276,15942,3,2023-11-10,15
277,24123,33,2023-08-20,39
278,48100,89,2022-02-17,48
279,37080,79,2023-06-18,14
280,20714,16,2020-01-07,35
281,24240,21,2023-06-20,41
282,49756,40,2023-04-23,4
283,31489,7,2021-06-02,15
284,46441,4,2022-10-03,21
285,1482,16,2020-04-15,10
286,5399,19,2020-05-03,3
287,45854,45,2023-05-10,34
288,12994,11,2023-08-18,29
289,43420,85,2023-11-12,39
290,48124,13,2023-01-19,15
291,35573,50,2021-11-07,5
292,42344,6,2020-05-31,45
293,9187,11,2020-02-24,36
294,18757,86,2023-08-03,38
295,18445,3,2020-06-03,21
296,14698,59,2023-03-09,5
297,15664,29,2022-03-28,40
298,40774,84,2022-03-20,3
299,21652,81,2023-11-26,38
300,7715,22,2022-07-21,35
301,38850,75,2023-10-30,44
302,22595,65,2023-11-30,48
303,31345,65,2022-06-29,3
304,10257,63,2022-05-16,24
305,9002,68,2022-03-26,36
306,10671,69,2021-02-09,47
307,29760,100,2020-08-06,36
308,26647,8,2023-11-30,6
309,39386,71,2020-07-22,45
310,35213,27,2021-12-26,50
311,19785,62,2022-11-09,10
312,14625,18,2021-08-25,19
313,29661,49,2023-08-04,31
314,21111,82,2021-12-19,21
315,3757,79,2022-03-10,21
316,21254,24,2022-08-22,19
317,31595,23,2022-10-11,20
318,11252,97,2023-09-30,20
319,17588,4,2020-08-21,21
320,35091,89,2020-06-28,20
321,24416,72,2023-05-24,34
322,34431,91,2022-02-11,7
323,2274,92,2023-05-21,20
324,41309,18,2023-03-02,28
325,17072,60,2020-01-02,46
326,49093,24,2021-11-30,11
327,16406,30,2021-10-20,29
328,11087,7,2022-05-31,2
329,29582,61,2020-08-06,44
330,30193,21,2021-02-02,15
331,46974,15,2023-12-17,12
332,31468,91,2023-05-06,47
333,9566,67,2023-07-18,9
334,25617,22,2021-12-20,33
335,5936,25,2023-01-29,27
336,36288,85,2023-09-07,31
337,30423,78,2022-09-03,16
338,15305,48,2023-01-04,15
339,13371,85,2023-07-11,26
340,20876,86,2023-04-18,33
341,43324,16,2023-02-26,32
342,40645,91,2023-07-28,16
343,34902,48,2021-02-20,8
344,15540,26,2020-04-10,17
345,34125,27,2022-06-14,5
346,5289,13,2020-03-08,13
347,24865,82,2022-01-09,13
348,13078,81,2022-05-27,10
349,38406,29,2023-10-12,46
350,35610,79,2022-03-22,27
351,35220,34,2020-12-03,27
352,23216,95,2022-06-27,44
353,43805,75,2022-06-10,31
354,35224,45,2022-01-23,37
355,18881,43,2020-09-02,12
356,2125,37,2023-01-11,41
357,35637,17,2020-08-04,33
358,12576,55,2020-01-29,28
359,39248,81,2023-07-25,15
360,43864,87,2020-04-14,2
361,613,71,2021-12-18,37
362,9042,89,2022-03-14,27
363,41578,51,2022-04-29,19
364,44995,84,2023-07-28,7
365,41037,39,2020-03-08,31
366,24662,4,2021-11-13,47
367,41662,64,2020-11-10,11
368,39460,62,2020-09-01,24
369,36902,83,2022-04-20,11
370,35455,20,2022-06-24,40
371,49434,40,2020-01-27,4
372,47641,69,2020-02-14,37
373,16530,13,2021-06-26,37
374,19823,45,2021-05-06,10
375,41865,94,2021-01-09,23
376,9878,81,2021-12-03,20
377,49735,94,2022-01-25,11
378,13502,11,2022-04-17,18
379,12729,61,2021-07-06,34
380,5757,28,2022-02-12,18
381,36073,93,2020-01-25,39
382,44777,32,2020-05-21,47
383,39683,29,2021-01-10,14
384,19236,58,2020-03-29,35
385,31167,21,2023-01-03,42
386,33778,81,2023-04-17,10
387,749,62,2023-08-24,21
388,22109,42,2021-06-16,41
389,29767,35,2022-06-27,9
390,32425,29,2022-07-25,8
391,39746,28,2021-05-28,12
392,24188,82,2023-06-13,4
393,43756,80,2020-02-03,16
394,44163,90,2021-10-03,28
395,9045,55,2023-07-17,7
396,30809,34,2023-09-12,15
397,28586,88,2023-04-01,37
398,37324,45,2022-12-26,17
399,27946,67,2020-10-26,9
400,4400,14,2022-11-26,42
401,231,60,2023-09-03,1
402,45801,7,2022-02-04,7
403,8626,10,2023-04-13,5
404,48714,51,2020-06-17,22
405,48186,85,2020-01-11,28
406,47517,77,2023-05-31,38
407,24800,78,2022-02-14,6
408,15026,18,2023-02-09,47
409,21464,2,2021-08-19,34
410,40638,4,2020-05-16,48
411,18546,9,2020-01-19,37
412,49379,63,2020-05-19,3
413,19591,6,2022-04-13,16
414,1809,37,2022-10-26,24
415,35952,54,2022-06-06,17
416,32786,94,2021-08-16,33
417,24581,8,2021-02-23,46
418,17966,62,2022-11-13,48
419,25711,85,2020-02-29,37
420,44698,91,2020-06-12,21
421,21994,79,2020-07-18,36
422,23734,22,2023-06-27,20
423,48687,98,2020-07-06,10
424,875,68,2020-04-25,11
425,15099,71,2023-01-19,28
426,23426,19,2023-07-05,14
427,8854,29,2021-08-24,20
428,39737,62,2021-11-02,24
429,14934,14,2020-12-18,40
430,21893,20,2023-06-23,50
431,29273,4,2022-01-07,33
432,42309,31,2021-05-20,39
433,8153,65,2023-10-03,12
434,6580,47,2020-12-14,17
435,10791,100,2023-03-15,36
436,27288,100,2020-01-23,19
437,3168,51,2020-06-16,3
438,44836,100,2023-06-16,25
439,35380,53,2020-01-13,12
440,14370,17,2023-02-06,11
441,49868,96,2023-11-10,40
442,43635,31,2022-09-08,38
443,22006,23,2023-03-24,39
444,25853,88,2022-01-23,19
445,43776,1,2022-08-21,7
446,17788,40,2023-08-24,11
447,31591,59,2021-04-06,34
448,17848,54,2021-01-24,23
449,29024,46,2023-11-30,31
450,1321,25,2021-01-15,11
451,46740,24,2021-12-07,7
452,42108,76,2024-01-01,15
453,46938,12,2022-12-07,19
454,8217,94,2023-03-04,3
455,19849,54,2022-12-06,30
456,11334,48,2021-03-27,49
457,30238,85,2020-01-13,45
458,34501,79,2023-04-15,6
459,42077,35,2022-12-22,10
460,15011,98,2022-06-28,47
461,24127,100,2023-12-06,15
462,16981,77,2021-04-14,26
463,11262,73,2020-05-18,24
464,2486,12,2020-11-27,16
465,2129,59,2020-02-22,41
466,14645,9,2022-04-28,43
467,4381,59,2022-11-21,16
468,11149,23,2020-05-08,4
469,33979,15,2021-04-14,27
470,41476,93,2023-02-27,33
471,45858,28,2022-01-03,31
472,22075,64,2021-08-23,38
473,41587,63,2022-08-30,37
474,15168,64,2020-12-08,3
475,48950,1,2020-08-09,20
476,6941,30,2020-08-09,22
477,36650,13,2020-01-15,17
478,32386,59,2022-07-11,2
479,33737,82,2020-04-27,10
480,36668,35,2021-12-14,7
481,30079,88,2021-08-04,16
482,32144,28,2020-03-25,15
483,36135,82,2020-11-21,24
484,26762,70,2023-02-11,26
485,34879,23,2020-07-16,35
486,16064,98,2023-05-03,7
487,38292,41,2021-11-18,41
488,39897,46,2023-04-28,16
489,21327,68,2023-11-03,7
490,48759,79,2021-10-28,28
491,9079,23,2022-06-27,42
492,33485,43,2020-11-19,31
493,33618,54,2021-03-02,43
494,25745,27,2020-06-14,1
495,24295,14,2020-01-14,12
496,27838,73,2022-04-23,2
497,14359,19,2022-06-09,20
498,18202,48,2022-09-17,33
499,23221,65,2020-08-04,14
500,125,13,2022-01-06,12
501,30543,43,2021-10-21,14
502,25115,65,2022-07-07,8
503,14623,83,2020-02-12,44
504,35834,27,2023-02-28,30
505,38649,59,2020-04-16,32
506,37673,55,2020-10-18,36
507,27632,61,2023-10-06,11
508,5967,11,2021-09-10,30
509,12913,85,2022-02-26,17
510,16076,73,2021-04-11,27
511,12464,91,2021-11-27,28
512,2135,51,2023-11-20,26
513,25473,54,2020-05-06,7
514,35765,24,2020-03-03,37
515,5206,84,2022-05-17,1
516,45950,90,2023-09-28,4
517,2719,14,2022-11-19,37
518,33385,42,2020-04-12,32
519,31021,25,2020-04-02,45
520,6570,29,2020-02-06,30
521,32638,19,2022-05-09,20
522,21127,73,2022-02-22,22
523,34077,12,2020-09-15,28
524,39344,67,2023-11-06,36
525,47207,88,2021-08-28,1
526,19812,32,2021-04-08,20
527,39909,97,2020-03-02,46
528,25042,68,2021-03-24,46
529,3758,74,2022-05-20,25
530,24845,72,2020-10-12,35
531,22437,72,2021-02-13,12
532,46177,12,2020-08-08,12
533,42884,55,2022-10-31,41
534,24240,3,2023-05-11,25
535,38255,40,2020-02-22,6
536,29104,88,2023-02-19,25
537,33425,57,2022-01-02,2
538,32045,36,2022-10-22,13
539,20899,14,2020-11-15,49
540,10077,37,2023-06-17,10
541,9995,16,2023-08-02,33
542,42380,95,2020-12-17,26
543,42366,32,2022-03-16,47
544,6682,35,2022-03-19,15
545,42615,80,2022-04-16,39
546,47533,13,2020-02-17,15
547,28174,52,2021-07-16,20
548,9095,10,2023-04-23,39
549,37720,49,2020-01-04,1
550,4288,73,2022-11-19,40
551,35528,11,2023-04-25,4
552,22649,16,2020-02-29,10
553,24851,89,2022-12-03,16
554,13065,44,2023-04-19,44
555,33876,36,2021-11-09,34
556,6390,59,2021-04-14,8
557,20452,54,2021-05-09,10
558,20928,61,2023-12-09,27
559,16132,38,2023-05-11,3
560,12599,57,2021-03-31,28
561,761,21,2020-04-04,1
562,39850,43,2020-09-08,41
563,16174,78,2021-12-25,35
564,37446,68,2023-06-16,46
565,6695,49,2020-08-03,24
566,43609,76,2021-02-21,18
567,2074,57,2022-07-06,11
568,39190,57,2022-04-13,39
569,1915,33,2021-09-01,12
570,34278,83,2023-08-15,6
571,31393,100,2023-09-09,17
572,46270,99,2022-06-28,7
573,42188,17,2020-06-28,31
574,32608,15,2022-04-24,46
575,27143,67,2020-01-04,42
576,29993,30,2023-04-04,33
577,1351,88,2020-02-26,42
578,9986,43,2020-07-31,8
579,12727,52,2022-02-14,45
580,37469,36,2023-08-18,31
581,24832,89,2021-09-20,30
582,24626,20,2021-10-08,19
583,37329,81,2020-09-08,32
584,15647,32,2023-10-12,14
585,14640,59,2021-01-31,50
586,10269,64,2023-09-30,12
587,804,68,2023-05-09,45
588,192,48,2021-10-01,47
589,39543,88,2021-12-17,12
590,17287,9,2023-06-16,46
591,41628,33,2021-03-14,27
592,8722,40,2022-11-06,23
593,36005,68,2021-04-20,20
594,360,76,2020-11-14,11
595,16574,20,2023-06-22,38
596,17048,22,2022-04-21,8
597,47174,58,2020-04-01,43
598,4785,82,2023-06-11,11
599,41898,67,2023-02-28,39
600,5444,62,2021-10-17,50
601,32507,16,2022-01-27,21
602,37242,65,2022-12-22,14
603,1408,95,2021-02-19,44
604,23790,41,2023-08-07,4
605,4591,52,2021-12-13,46
606,6379,91,2023-11-03,37
607,44654,43,2023-09-07,44
608,15424,72,2020-11-12,46
609,34686,55,2021-09-02,12
610,30999,43,2021-08-17,43
611,4789,70,2020-03-14,12
612,36253,76,2023-08-28,20
613,42283,94,2021-03-08,24
614,3628,78,2023-05-10,22
615,25177,48,2023-10-23,35
616,41773,78,2021-12-31,31
617,25409,5,2021-04-03,42
618,30965,53,2023-07-14,14
619,39479,93,2020-12-19,44
620,9404,29,2023-03-22,37
621,4171,77,2023-11-07,8
622,9762,20,2020-10-04,18
623,25961,15,2020-09-01,2
624,39908,11,2020-08-03,26
625,47790,40,2023-10-16,2
626,37801,18,2020-09-01,46
627,7273,87,2020-12-08,19
628,28543,76,2020-09-21,44
629,31770,24,2022-09-20,34
630,3017,22,2022-05-02,41
631,33496,7,2023-11-05,38
632,31524,36,2023-09-06,31
633,3992,12,2020-03-17,38
634,26076,22,2020-12-12,28
635,38243,72,2023-03-13,32
636,21131,5,2020-05-24,7
637,44784,4,2020-11-07,20
638,13279,61,2020-02-17,47
639,38500,9,2020-07-23,18
640,45313,66,2020-09-04,28
641,12650,78,2020-08-30,27
642,34425,55,2023-03-30,18
643,5470,27,2020-09-12,24
644,35486,71,2022-08-07,5
645,43295,77,2023-09-13,19
646,43752,17,2021-11-12,17
647,40267,25,2021-06-30,20
648,22004,24,2020-01-30,50
649,44617,82,2023-03-25,20
650,44373,49,2021-10-04,16
651,17950,12,2020-01-13,35
652,15214,30,2023-04-04,48
653,15598,39,2022-03-01,47
654,333,87,2022-01-30,5
655,43363,2,2021-10-30,35
656,36480,45,2023-09-05,24
657,17509,85,2021-02-21,7
658,28555,46,2023-01-21,45
659,1705,93,2023-03-31,30
660,12966,18,2023-08-09,47
661,20308,5,2021-10-23,19
662,20209,44,2022-12-05,5
663,21326,2,2020-10-11,50
664,42005,39,2023-02-01,29
665,39117,51,2020-11-26,22
666,43058,3,2020-08-24,43
667,35065,55,2020-03-09,25
668,15948,29,2021-04-19,9
669,18790,85,2023-07-05,24
670,49747,20,2021-03-07,49
671,30685,12,2021-10-01,29
672,42740,63,2022-04-12,44
673,37338,17,2020-02-25,8
674,33899,39,2020-06-20,47
675,27140,86,2023-05-12,42
676,35558,29,2020-07-12,1
677,45157,62,2022-07-07,5
678,18352,50,2023-09-06,43
679,33292,6,2023-08-19,47
680,9175,28,2021-04-05,9
681,41647,19,2021-01-20,50
682,2491,81,2023-09-22,31
683,27481,64,2022-10-13,30
684,17752,7,2021-04-04,22
685,23874,81,2021-02-09,29
686,46955,99,2023-02-11,1
687,11049,44,2020-06-16,8
688,5372,49,2022-02-08,6
689,12162,26,2020-12-18,28
690,36598,61,2020-08-11,26
691,46913,25,2021-05-15,3
692,35257,53,2022-09-23,41
693,5302,28,2023-06-09,15
694,20616,20,2023-04-27,45
695,40140,78,2023-03-22,14
696,17942,83,2023-12-21,19
697,34494,53,2021-11-19,16
698,32272,23,2023-07-25,22
699,9908,62,2021-10-03,28
700,5674,56,2020-09-16,30
701,15153,84,2022-05-23,39
702,41057,80,2021-02-01,3
703,29582,20,2020-01-31,10
704,32646,98,2021-07-17,16
705,30652,28,2023-10-28,17
706,27526,11,2022-05-02,11
707,14253,77,2021-01-09,2
708,22548,93,2022-06-30,45
709,16471,59,2023-07-29,35
710,15283,27,2021-03-29,11
711,7807,94,2023-10-25,15
712,35721,75,2020-07-01,46
713,7819,53,2023-04-13,25
714,42029,18,2020-10-02,48
715,43089,60,2023-01-18,15
716,23349,1,2022-11-25,13
717,37168,62,2022-05-19,44
718,26026,59,2021-07-31,38
719,45397,15,2023-07-04,32
720,27460,61,2022-12-14,34
721,13761,37,2020-10-30,35
722,37006,93,2023-07-09,43
723,37888,9,2022-09-26,16
724,22354,36,2022-08-26,6
725,2942,54,2021-11-26,21
726,49690,79,2022-08-08,40
727,33274,7,2021-04-24,39
728,4712,24,2020-11-12,34
729,49286,93,2021-08-19,19
730,25449,46,2020-08-05,2
731,20995,33,2020-06-29,29
732,28417,34,2020-01-28,38
733,28493,70,2021-07-10,38
734,4042,95,2021-09-20,49
735,16696,1,2021-01-14,28
736,38115,100,2020-02-12,5
737,23525,43,2020-08-09,4
738,48510,26,2020-11-07,24
739,15672,35,2023-09-11,34
740,24130,20,2020-09-14,40
741,33846,78,2021-06-07,15
742,16335,69,2021-08-21,15
743,26581,28,2020-01-10,13
744,37406,72,2020-03-09,11
745,18327,41,2023-03-22,29
746,29924,18,2021-10-14,35
747,17277,43,2022-04-27,31
748,45552,75,2022-02-01,39
749,45506,11,2021-10-28,31
750,33983,44,2021-01-31,1
751,27938,79,2023-01-29,13
752,9875,27,2022-07-13,3
753,29144,13,2022-12-28,50
754,46837,9,2021-06-14,47
755,31656,95,2022-12-09,15
756,36803,80,2023-07-31,2
757,20660,18,2022-09-30,11
758,23189,48,2022-07-29,30
759,47495,69,2023-10-03,43
760,29277,13,2020-08-05,25
761,24815,73,2021-11-11,41
762,37363,87,2022-08-24,37
763,14142,32,2022-12-09,35
764,22445,27,2020-05-26,15
765,17710,12,2023-12-24,33
766,18358,18,2023-03-03,37
767,16525,38,2021-02-26,19
768,16356,35,2021-01-01,32
769,17201,82,2023-04-03,1
770,30368,64,2022-11-03,9
771,20549,52,2022-08-31,24
772,5485,41,2021-12-26,43
773,45426,84,2020-11-12,16
774,19710,73,2022-08-09,5
775,31465,73,2022-02-17,34
776,16485,21,2020-08-28,30
777,11855,43,2020-12-18,20
778,43975,99,2020-12-07,12
779,32850,15,2022-03-10,20
780,13952,72,2023-04-13,4
781,2302,57,2020-08-26,19
782,21811,4,2021-02-15,1
783,17730,89,2020-11-18,36
784,23052,97,2023-08-07,36
785,28062,99,2023-03-03,35
786,14223,36,2021-01-24,6
787,36052,54,2021-01-28,42
788,46459,60,2023-08-07,15
789,3499,24,2021-05-21,35
790,7138,40,2021-08-30,35
791,47321,76,2020-04-04,28
792,20400,96,2021-03-23,19
793,6446,37,2021-06-25,3
794,18913,51,2021-11-28,43
795,15849,18,2022-12-21,48
796,26555,44,2021-03-22,36
797,19402,95,2021-02-11,41
798,36748,61,2021-07-15,42
799,16423,15,2020-07-28,36
800,37412,8,2022-01-22,23
801,36902,54,2023-08-25,16
802,21903,44,2021-03-28,26
803,45568,68,2021-01-06,10
804,25234,41,2020-07-31,5
805,14364,19,2020-08-16,23
806,20702,89,2020-04-12,9
807,44374,62,2022-07-14,26
808,42014,24,2023-05-07,47
809,18879,52,2022-04-29,25
810,12599,26,2020-02-02,25
811,23695,22,2023-05-10,22
812,19740,78,2021-09-12,31
813,33371,37,2020-02-19,12
814,15702,2,2020-01-11,43
815,9779,31,2023-02-07,5
816,9190,42,2022-01-06,5
817,22880,48,2022-10-11,36
818,16668,99,2020-03-12,50
819,47897,34,2023-07-27,4
820,18162,71,2023-09-24,36
821,33968,72,2021-06-13,17
822,7864,27,2020-09-05,2
823,33503,62,2022-07-16,21
824,5876,43,2020-09-30,47
825,16852,80,2020-10-30,3
826,22889,36,2020-06-06,4
827,30210,72,2022-07-30,35
828,15999,78,2021-09-02,9
829,35642,72,2022-04-03,2
830,47210,25,2020-05-11,5
831,32775,71,2023-05-13,40
832,9538,64,2021-01-19,21
833,33026,63,2021-04-08,16
834,32478,62,2022-04-12,46
835,47872,90,2023-02-27,48
836,29535,4,2022-12-11,34
837,3245,51,2022-02-19,18
838,37012,5,2023-06-10,19
839,22615,40,2023-04-02,33
840,4622,31,2020-07-10,47
841,44384,87,2020-05-08,29
842,32039,39,2020-06-13,6
843,23021,71,2022-08-29,31
844,48631,98,2020-03-30,33
845,48009,91,2023-02-17,18
846,17331,9,2020-11-13,27
847,36017,57,2021-11-10,35
848,32656,31,2020-10-21,15
849,1357,41,2020-10-28,40
850,4379,81,2021-07-10,45
851,31117,63,2022-04-22,22
852,41802,22,2021-08-06,2
853,19107,99,2021-06-16,24
854,14093,29,2022-09-24,20
855,26523,33,2020-02-03,36
856,17633,11,2023-05-27,19
857,12207,68,2022-01-21,17
858,14978,45,2021-06-14,33
859,23245,85,2021-06-08,48
860,31007,77,2022-03-19,25
861,5519,68,2023-07-15,12
862,6015,97,2020-06-25,30
863,14256,73,2022-12-05,8
864,22099,67,2022-10-22,14
865,37085,71,2021-02-18,19
866,48460,81,2022-04-06,44
867,37549,7,2020-10-13,47
868,4805,46,2022-05-07,14
869,18707,18,2022-09-22,12
870,16773,93,2022-02-05,45
871,44289,44,2021-03-02,24
872,2049,74,2020-10-03,49
873,35533,68,2020-07-30,32
